Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE
FairGamble,MDCE,DBCE,DBCE,0,75,0.267854892,0,0.002746201,0.000184276,FALSE,95.58535004,0.118804123
FairGamble,MDCE,DBCE,DBCE,0,76,0.266016422,0,0.003874246,0.000248348,FALSE,98.21934724,0.124418409
FairGamble,MDCE,DBCE,DBCE,0,77,0.263401193,0,0.002499561,0.007193094,FALSE,99.28079438,0.12495758
FairGamble,MDCE,DBCE,DBCE,0,78,0.26118137,0,0.002294094,0.000154601,FALSE,100.4723144,0.230872991
FairGamble,MDCE,DBCE,DBCE,0,79,0.250943462,0,0.002772145,0.000186067,FALSE,101.1809933,0.13231865
FairGamble,MDCE,DBCE,DBCE,0,80,0.25146429,0,0.004354466,0.000283973,FALSE,103.1577468,0.082710279
FairGamble,MDCE,DBCE,DBCE,0,81,0.251490536,0,0.004751562,0.00021428,FALSE,105.4741108,0.152778009
FairGamble,MDCE,DBCE,DBCE,0,82,0.273136325,0,0.048059479,0.002323412,FALSE,106.6200483,0.419294775
FairGamble,MDCE,DBCE,DBCE,0,83,0.283594605,0,0.07094548,0.003430293,FALSE,107.6253617,0.144411029
FairGamble,MDCE,DBCE,DBCE,0,84,0.283473029,0,0.098348169,0.001414282,FALSE,109.3228438,0.042437727
FairGamble,MDCE,DBCE,DBCE,0,85,0.251585179,0,0.0041249,0.00026214,FALSE,110.4488635,0.138228751
FairGamble,MDCE,DBCE,DBCE,0,86,0.292339026,0,0.095005383,0.004594457,FALSE,110.9648952,0.473232362
FairGamble,MDCE,DBCE,DBCE,0,87,0.538699822,0,0.982832777,0.066337739,FALSE,111.8605015,0.066259379
FairGamble,MDCE,DBCE,DBCE,0,88,0.294531836,0,0.135076674,0.006528293,FALSE,112.3691716,0.339002415
FairGamble,MDCE,DBCE,DBCE,0,89,0.667730881,0,0.302663731,0.229831351,FALSE,115.4100745,0.213639509
FairGamble,MDCE,DBCE,DBCE,0,90,9.00E-05,0,0.824082761,0.047539083,FALSE,116.7385242,0.079798632
FairGamble,MDCE,DBCE,DBCE,0,91,0.672692213,0,0.899426592,0.084517926,FALSE,118.8662782,0.08454009
FairGamble,MDCE,DBCE,DBCE,0,92,0.668910434,0,0.891584356,0.083826616,FALSE,119.5703971,0.083807901
FairGamble,MDCE,DBCE,DBCE,0,93,0.665149772,0,0.883568961,0.083086306,FALSE,122.2062476,0.083143892
FairGamble,MDCE,DBCE,DBCE,0,94,9.63E-05,0,0.71798185,0.381587072,FALSE,124.695595,0.306021616
FairGamble,MDCE,DBCE,DBCE,0,95,0.561467767,0,0.476597808,0.06427946,FALSE,125.8718455,0.113089516
FairGamble,MDCE,DBCE,DBCE,0,96,0.652342862,0,0.856637915,0.078710228,FALSE,128.0430434,0.07881375
FairGamble,MDCE,DBCE,DBCE,0,97,0.589089697,0,0.720659786,0.067932152,FALSE,129.2184801,0.076315305
FairGamble,MDCE,DBCE,DBCE,0,98,0.462418817,0,0.441150163,0.04159371,FALSE,131.2201593,0.04159371
FairGamble,MDCE,DBCE,DBCE,0,99,0.402002647,0,0.302455109,0.028538111,FALSE,131.8923628,0.028547552
FairGamble,MDCE,DBCE,DBCE,0,100,0.381050047,0,0.25112688,0.02370969,FALSE,133.2766638,0.032870299
FairGamble,MDCE,DBCE,DBCE,0,101,0.340869005,0,0.225741928,0.015125022,FALSE,134.4246335,0.030044715
FairGamble,MDCE,DBCE,DBCE,0,102,0.344218932,0,0.115638949,0.016566208,FALSE,135.8194623,0.02590535
FairGamble,MDCE,DBCE,DBCE,0,103,0.589874215,0,0.689620756,0.065034324,FALSE,136.9165556,0.137667006
FairGamble,MDCE,DBCE,DBCE,0,104,0.384618652,0,0.24839994,0.023421617,FALSE,139.4917021,0.023390966
FairGamble,MDCE,DBCE,DBCE,0,105,0.382560312,0,0.24137794,0.022729841,FALSE,141.3783214,0.022729796
FairGamble,MDCE,DBCE,DBCE,0,106,0.451578543,0,0.379084301,0.037277236,FALSE,142.3756559,0.296644776
FairGamble,MDCE,DBCE,DBCE,0,107,0.386510934,0,0.256058433,0.032378277,FALSE,144.1858187,0.020412181
FairGamble,MDCE,DBCE,DBCE,0,108,0.373950098,0,0.312687684,0.02187601,FALSE,145.9999437,0.021850662
FairGamble,MDCE,DBCE,DBCE,0,109,0.380953629,0,0.505913418,0.022427765,FALSE,147.8762875,0.022427771
FairGamble,MDCE,DBCE,DBCE,0,110,0.391821634,0,0.406481247,0.024560346,FALSE,149.2526097,0.03136411
FairGamble,MDCE,DBCE,DBCE,0,111,0.415581107,0,0.309162432,0.029012168,FALSE,150.6319811,0.028987108
FairGamble,MDCE,DBCE,DBCE,0,112,0.414091378,0,0.305510489,0.028620316,FALSE,152.1788964,0.034063805
FairGamble,MDCE,DBCE,DBCE,0,113,0.327702601,0,5.885050524,0.131241959,FALSE,153.5717018,0.131263848
FairGamble,MDCE,DBCE,DBCE,0,114,0.416449476,0,0.309930202,0.02904957,FALSE,154.86129,0.03523468
FairGamble,MDCE,DBCE,DBCE,0,115,0.376956185,0,0.303434297,0.02067959,FALSE,158.9579132,0.04722858
FairGamble,MDCE,DBCE,DBCE,0,116,0.502092857,0,0.596630891,0.047313759,FALSE,161.0154436,0.149456016
FairGamble,MDCE,DBCE,DBCE,0,117,0.466000791,0,0.504224483,0.040204181,FALSE,162.7807257,0.040204181
FairGamble,MDCE,DBCE,DBCE,0,118,0.48864507,0,0.465125961,0.043271736,FALSE,163.7479262,0.177909988
FairGamble,MDCE,DBCE,DBCE,0,119,0.622554032,0,0.637578823,2.967769026,FALSE,167.2127218,2.689113118
